CustomerID,Recency,Frequency,Monetary,AverageOrderValue,Cluster,Segment
12619.0,16,9,3641.24,404.5822222222222,1,High-Value Loyal Customers
12620.0,15,3,1339.41,446.47,1,High-Value Loyal Customers
12621.0,2,20,13689.67,684.4835,1,High-Value Loyal Customers
12622.0,232,1,180.1,180.1,0,At-Risk / Low-Value Customers
12623.0,276,1,305.1,305.1,0,At-Risk / Low-Value Customers
12624.0,106,2,641.13,320.565,0,At-Risk / Low-Value Customers
12625.0,212,2,2683.82,1341.91,1,High-Value Loyal Customers
12626.0,23,9,6620.48,735.6088888888888,1,High-Value Loyal Customers
12627.0,11,7,4478.53,639.79,1,High-Value Loyal Customers
12628.0,4,3,786.46,262.15333333333336,1,High-Value Loyal Customers
12630.0,10,2,1270.88,635.44,1,High-Value Loyal Customers
12631.0,57,1,640.5,640.5,0,At-Risk / Low-Value Customers
12633.0,59,4,2163.98,540.995,1,High-Value Loyal Customers
12635.0,90,2,1689.18,844.59,1,High-Value Loyal Customers
12637.0,67,8,6002.9,750.3625,1,High-Value Loyal Customers
12638.0,33,1,671.69,671.69,0,At-Risk / Low-Value Customers
12639.0,239,1,486.1,486.1,0,At-Risk / Low-Value Customers
12640.0,24,3,1174.58,391.52666666666664,1,High-Value Loyal Customers
12641.0,115,1,185.9,185.9,0,At-Risk / Low-Value Customers
12642.0,25,3,1013.26,337.75333333333333,1,High-Value Loyal Customers
12643.0,128,6,3344.64,557.4399999999999,1,High-Value Loyal Customers
12644.0,130,1,477.91,477.91,0,At-Risk / Low-Value Customers
12645.0,34,4,1775.18,443.795,1,High-Value Loyal Customers
12646.0,5,2,1346.97,673.485,1,High-Value Loyal Customers
12647.0,22,12,3722.82,310.235,1,High-Value Loyal Customers
12648.0,155,1,318.05,318.05,0,At-Risk / Low-Value Customers
12649.0,107,3,623.51,207.83666666666667,0,At-Risk / Low-Value Customers
12650.0,3,1,314.44,314.44,0,At-Risk / Low-Value Customers
12651.0,335,1,114.0,114.0,0,At-Risk / Low-Value Customers
12652.0,331,1,919.98,919.98,0,At-Risk / Low-Value Customers
12653.0,149,2,2209.85,1104.925,1,High-Value Loyal Customers
12654.0,11,5,601.98,120.396,1,High-Value Loyal Customers
12656.0,17,5,4051.17,810.234,1,High-Value Loyal Customers
12657.0,11,4,1643.18,410.795,1,High-Value Loyal Customers
12658.0,19,1,686.05,686.05,0,At-Risk / Low-Value Customers
12659.0,30,1,91.68,91.68,0,At-Risk / Low-Value Customers
12660.0,11,1,245.1,245.1,0,At-Risk / Low-Value Customers
12662.0,1,11,3849.78,349.98,1,High-Value Loyal Customers
12664.0,8,9,4881.88,542.4311111111111,1,High-Value Loyal Customers
12665.0,325,1,63.0,63.0,0,At-Risk / Low-Value Customers
12667.0,58,1,620.13,620.13,0,At-Risk / Low-Value Customers
12668.0,12,4,3807.15,951.7875,1,High-Value Loyal Customers
12669.0,151,3,2744.0299999999997,914.6766666666666,1,High-Value Loyal Customers
12670.0,10,5,2996.05,599.21,1,High-Value Loyal Customers
12672.0,330,1,225.89999999999998,225.89999999999998,0,At-Risk / Low-Value Customers
12673.0,5,2,610.52,305.26,1,High-Value Loyal Customers
12674.0,39,4,1970.6,492.65,1,High-Value Loyal Customers
12676.0,25,6,1331.39,221.89833333333334,1,High-Value Loyal Customers
12678.0,42,12,17628.46,1469.0383333333332,1,High-Value Loyal Customers
12679.0,59,4,1113.02,278.255,1,High-Value Loyal Customers
12680.0,1,4,862.81,215.7025,1,High-Value Loyal Customers
12681.0,15,22,13787.54,626.7063636363637,1,High-Value Loyal Customers
12682.0,4,31,12279.82,396.1232258064516,1,High-Value Loyal Customers
12683.0,4,15,8476.57,565.1046666666666,1,High-Value Loyal Customers
12684.0,8,7,2283.63,326.23285714285714,1,High-Value Loyal Customers
12685.0,28,6,2863.08,477.18,1,High-Value Loyal Customers
12686.0,372,1,89.14,89.14,0,At-Risk / Low-Value Customers
12688.0,114,1,4873.8099999999995,4873.8099999999995,1,High-Value Loyal Customers
12689.0,26,2,1247.61,623.805,1,High-Value Loyal Customers
12690.0,206,1,389.01,389.01,0,At-Risk / Low-Value Customers
12691.0,28,6,1035.8,172.63333333333333,1,High-Value Loyal Customers
12693.0,127,4,855.91,213.9775,0,At-Risk / Low-Value Customers
12694.0,70,2,869.67,434.835,0,At-Risk / Low-Value Customers
12695.0,7,4,582.1,145.525,1,High-Value Loyal Customers
12697.0,29,3,957.59,319.19666666666666,1,High-Value Loyal Customers
12700.0,8,4,4939.99,1234.9975,1,High-Value Loyal Customers
12701.0,80,2,797.71,398.855,0,At-Risk / Low-Value Customers
12702.0,20,1,219.0,219.0,0,At-Risk / Low-Value Customers
12703.0,71,1,283.55,283.55,0,At-Risk / Low-Value Customers
12704.0,7,8,2340.84,292.605,1,High-Value Loyal Customers
12705.0,15,9,6868.29,763.1433333333333,1,High-Value Loyal Customers
12707.0,292,1,603.42,603.42,0,At-Risk / Low-Value Customers
12708.0,30,10,2712.91,271.291,1,High-Value Loyal Customers
12709.0,15,15,9706.52,647.1013333333334,1,High-Value Loyal Customers
12710.0,97,3,1149.02,383.00666666666666,0,At-Risk / Low-Value Customers
12712.0,29,13,4396.13,338.1638461538462,1,High-Value Loyal Customers
12713.0,1,1,848.55,848.55,1,High-Value Loyal Customers
12714.0,9,5,4708.86,941.7719999999999,1,High-Value Loyal Customers
12715.0,106,1,343.36,343.36,0,At-Risk / Low-Value Customers
12716.0,4,2,1053.49,526.745,1,High-Value Loyal Customers
12717.0,151,2,1030.98,515.49,0,At-Risk / Low-Value Customers
12718.0,71,1,238.25,238.25,0,At-Risk / Low-Value Customers
12719.0,5,2,644.95,322.475,1,High-Value Loyal Customers
12720.0,3,25,5781.73,231.26919999999998,1,High-Value Loyal Customers
12721.0,32,6,2656.13,442.68833333333333,1,High-Value Loyal Customers
12722.0,85,4,997.63,249.4075,0,At-Risk / Low-Value Customers
12723.0,4,5,725.07,145.014,1,High-Value Loyal Customers
12724.0,5,4,1031.41,257.8525,1,High-Value Loyal Customers
12725.0,371,1,427.8,427.8,0,At-Risk / Low-Value Customers
12726.0,28,7,2609.1,372.7285714285714,1,High-Value Loyal Customers
12727.0,11,7,3980.7,568.6714285714286,1,High-Value Loyal Customers
12728.0,71,4,836.33,209.0825,0,At-Risk / Low-Value Customers
12729.0,114,1,453.01,453.01,0,At-Risk / Low-Value Customers
12731.0,24,12,18895.91,1574.6591666666666,1,High-Value Loyal Customers
12732.0,180,1,236.26000000000002,236.26000000000002,0,At-Risk / Low-Value Customers
12733.0,234,1,383.95,383.95,0,At-Risk / Low-Value Customers
12734.0,353,1,110.39999999999999,110.39999999999999,0,At-Risk / Low-Value Customers
12735.0,315,2,779.5699999999999,389.78499999999997,0,At-Risk / Low-Value Customers
12736.0,333,1,234.0,234.0,0,At-Risk / Low-Value Customers
12738.0,372,1,155.35,155.35,0,At-Risk / Low-Value Customers
12739.0,78,2,1013.04,506.52,0,At-Risk / Low-Value Customers
12740.0,64,1,427.6,427.6,0,At-Risk / Low-Value Customers
12743.0,134,2,540.13,270.065,0,At-Risk / Low-Value Customers
12744.0,52,7,21279.29,3039.8985714285714,1,High-Value Loyal Customers
12747.0,2,11,4196.01,381.4554545454546,1,High-Value Loyal Customers
12748.0,1,209,33053.19,158.14923444976077,1,High-Value Loyal Customers
12749.0,4,5,4090.88,818.176,1,High-Value Loyal Customers
12750.0,129,1,275.88,275.88,0,At-Risk / Low-Value Customers
12752.0,81,1,4366.78,4366.78,1,High-Value Loyal Customers
12753.0,23,6,21429.39,3571.565,1,High-Value Loyal Customers
12754.0,236,3,3010.74,1003.5799999999999,1,High-Value Loyal Customers
12755.0,281,2,3811.95,1905.975,1,High-Value Loyal Customers
12756.0,87,1,112.07999999999998,112.07999999999998,0,At-Risk / Low-Value Customers
12757.0,16,13,7834.650000000001,602.6653846153847,1,High-Value Loyal Customers
12758.0,117,2,2791.59,1395.795,1,High-Value Loyal Customers
12759.0,52,3,1531.44,510.48,1,High-Value Loyal Customers
12762.0,8,2,1898.52,949.26,1,High-Value Loyal Customers
12763.0,138,2,494.08,247.04,0,At-Risk / Low-Value Customers
12764.0,317,1,1693.88,1693.88,0,At-Risk / Low-Value Customers
12766.0,4,7,6989.63,998.5185714285715,1,High-Value Loyal Customers
12769.0,239,1,1143.6,1143.6,0,At-Risk / Low-Value Customers
12770.0,211,1,1351.45,1351.45,0,At-Risk / Low-Value Customers
12772.0,60,1,892.47,892.47,0,At-Risk / Low-Value Customers
12775.0,17,5,1386.04,277.20799999999997,1,High-Value Loyal Customers
12778.0,20,6,822.23,137.03833333333333,1,High-Value Loyal Customers
12779.0,38,8,3981.36,497.67,1,High-Value Loyal Customers
12781.0,64,2,826.74,413.37,0,At-Risk / Low-Value Customers
12782.0,5,5,2330.92,466.184,1,High-Value Loyal Customers
12783.0,2,6,2225.91,370.98499999999996,1,High-Value Loyal Customers
12784.0,9,2,532.8199999999999,266.40999999999997,0,At-Risk / Low-Value Customers
12785.0,364,1,311.95,311.95,0,At-Risk / Low-Value Customers
12787.0,10,3,463.66,154.55333333333334,0,At-Risk / Low-Value Customers
12789.0,65,1,91.85,91.85,0,At-Risk / Low-Value Customers
12790.0,192,1,324.92,324.92,0,At-Risk / Low-Value Customers
12791.0,374,1,192.60000000000002,192.60000000000002,0,At-Risk / Low-Value Customers
12792.0,257,1,400.53999999999996,400.53999999999996,0,At-Risk / Low-Value Customers
12793.0,335,2,545.48,272.74,0,At-Risk / Low-Value Customers
12794.0,53,2,860.41,430.205,0,At-Risk / Low-Value Customers
12795.0,19,1,430.48,430.48,0,At-Risk / Low-Value Customers
12797.0,366,1,254.03,254.03,0,At-Risk / Low-Value Customers
12798.0,10,3,6977.04,2325.68,1,High-Value Loyal Customers
12802.0,187,1,427.58,427.58,0,At-Risk / Low-Value Customers
12808.0,37,3,483.65000000000003,161.21666666666667,0,At-Risk / Low-Value Customers
12809.0,178,1,489.31,489.31,0,At-Risk / Low-Value Customers
12811.0,261,3,514.85,171.61666666666667,0,At-Risk / Low-Value Customers
12812.0,45,1,229.64000000000001,229.64000000000001,0,At-Risk / Low-Value Customers
12814.0,102,1,125.92,125.92,0,At-Risk / Low-Value Customers
12815.0,148,2,1063.46,531.73,0,At-Risk / Low-Value Customers
12816.0,96,2,572.2,286.1,0,At-Risk / Low-Value Customers
12817.0,281,1,166.04,166.04,0,At-Risk / Low-Value Customers
12818.0,262,1,1542.08,1542.08,0,At-Risk / Low-Value Customers
12820.0,3,4,942.34,235.585,1,High-Value Loyal Customers
12821.0,214,1,92.72,92.72,0,At-Risk / Low-Value Customers
12822.0,71,2,948.88,474.44,0,At-Risk / Low-Value Customers
12823.0,75,5,1759.5,351.9,1,High-Value Loyal Customers
12824.0,60,1,397.12,397.12,0,At-Risk / Low-Value Customers
12826.0,3,7,1474.72,210.67428571428573,1,High-Value Loyal Customers
12827.0,6,3,430.15000000000003,143.38333333333335,0,At-Risk / Low-Value Customers
12828.0,3,6,1018.71,169.785,1,High-Value Loyal Customers
12829.0,337,2,293.0,146.5,0,At-Risk / Low-Value Customers
12830.0,38,6,6814.64,1135.7733333333333,1,High-Value Loyal Customers
12831.0,262,1,215.05,215.05,0,At-Risk / Low-Value Customers
12832.0,32,2,383.03,191.515,0,At-Risk / Low-Value Customers
12833.0,145,1,417.38,417.38,0,At-Risk / Low-Value Customers
12834.0,283,1,312.38,312.38,0,At-Risk / Low-Value Customers
12836.0,59,4,2610.36,652.59,1,High-Value Loyal Customers
12837.0,173,1,134.1,134.1,0,At-Risk / Low-Value Customers
12838.0,34,2,671.95,335.975,0,At-Risk / Low-Value Customers
12839.0,3,14,5591.42,399.38714285714286,1,High-Value Loyal Customers
12840.0,144,4,2726.77,681.6925,1,High-Value Loyal Customers
12841.0,5,25,3991.58,159.6632,1,High-Value Loyal Customers
12842.0,70,2,1118.99,559.495,0,At-Risk / Low-Value Customers
12843.0,66,8,1702.26,212.7825,1,High-Value Loyal Customers
12844.0,29,2,325.96000000000004,162.98000000000002,0,At-Risk / Low-Value Customers
12845.0,267,4,354.09,88.5225,0,At-Risk / Low-Value Customers
12847.0,22,1,843.64,843.64,0,At-Risk / Low-Value Customers
12849.0,31,2,1010.29,505.145,1,High-Value Loyal Customers
